SID,Language,Last_successful,Error,Prompt,After_prompt,IHC_single,IHC_final,FHC_single,FHC_final,Special_count,Experimenter_missed,Notes,Coder,Exclude,Exclude-reason,Validated,PB on 11.13.18
CH-KB-58,Gujarati,13,11,14,15,13,13,26,26,,0,,SP,0,,RMS,
CH-KB-58,Gujarati,26,IDK,27,29,13,13,26,26,,0,,SP,0,,RMS,
CH-KC-17,Gujarati,10,13,11,12,10,10,29,29,,,,SP,0,,RMS,
CH-KC-17,Gujarati,29,22,30,IDK,10,10,29,29,,,,SP,0,,RMS,
CH-KP-65,Gujarati,10,100,11,IDK,10,10,10,10,,,,SP,0,,RMS,
CH-KU-13,Gujarati,11,12 in hindi,NA,NA,11,11,11,11,,1,Switched to hindi 11-17,SP,0,,RMS,
CH-KU-13,Gujarati,16,17 in hindi,18,29,11,11,11,11,,,,SP,0,,RMS,
CH-KV-4,Gujarati,13,IDK,14,15,13,13,21,20,,0,,SP,0,,RMS,
CH-KV-4,Gujarati,15,18,16,17,13,13,21,20,,0,,SP,0,,RMS,
CH-KV-4,Gujarati,18,89,19,20,13,13,21,20,,0,,SP,0,,RMS,
CH-KV-4,Gujarati,20,40,21,IDK,13,13,21,20,,0,,SP,0,,RMS,
CH-KV-8,Gujarati,30,IDK,31,32,30,30,34,34,,,,SP,0,,RMS,
CH-KV-8,Gujarati,34,37,35,37,30,30,34,34,,,,SP,0,,RMS,
CH-MJ-6,Gujarati,66,68,67,68,66,66,100,100,,,,SP,0,,RMS,
CH-MJ-6,Gujarati,68,59,69,70,66,66,100,100,,,,SP,0,,RMS,
CH-MJ-6,Gujarati,78,88,79,80,66,66,100,100,,,,SP,0,,RMS,
CH-MJ-6,Gujarati,100,200,101,IDK,66,66,100,100,,,,SP,0,,RMS,
CH-MV-14,Gujarati,48,59,49,50,48,48,68,68,,,,SP,0,,RMS,
CH-MV-14,Gujarati,58,69,59,60,48,48,68,68,,,,SP,0,,RMS,
CH-MV-14,Gujarati,60,IDK,61,,48,48,68,68,,,,SP,0,,RMS,
CH-MV-14,Gujarati,66,IDK,67,68,48,48,68,68,,,,SP,0,,RMS,
CH-MV-14,Gujarati,68,IDK,69,IDK,48,48,68,68,,,,SP,0,,RMS,
CH-NC-9,Gujarati,30,IDK,31,IDK,30,30,30,30,,,,SP,0,,RMS,
CH-NJ-20,Gujarati,30,IDK,31,32,30,30,33,33,,,,SP,0,,RMS,
CH-NJ-20,Gujarati,33,IDK,34,32,30,30,33,33,,,,SP,0,,RMS,
CH-NM-16,Gujarati,22,IDK,23,24,22,22,30,30,,,,SP,0,,RMS,
CH-NM-16,Gujarati,30,IDK,31,IDK,22,22,30,30,,,,SP,0,,RMS,
CH-NP-68,Gujarati,28,CVCV,29,IDK,28,28,28,28,,,,SP,0,,RMS,
CH-PS-22,Gujarati,19,22,20,20,19,19,19,19,,,,SP,0,,RMS,
CH-PS-23,Gujarati,24,28,25,28,24,24,24,24,,,,SP,0,,RMS,
CH-PS-41,Gujarati,14,CVCV,15,9,14,14,14,14,,,,SP,0,,RMS,
CH-PV-36,Gujarati,19,CVCV,20,20,19,19,19,19,,,,SP,0,,RMS,
CH-PY-18,Gujarati,20,22,21,23,20,20,20,20,,,,SP,0,,RMS,
CH-RD-53,Gujarati,54,56,55,56,54,54,68,68,,,,SH,0,,RMS,
CH-RD-53,Gujarati,66,IDK,67,68,54,54,68,68,,,,SH,0,,RMS,
CH-RD-53,Gujarati,68,IDK,69,IDK,54,54,68,68,,,,SH,0,,RMS,
CH-RH-31,Gujarati,17,12,NA,NA,20,20,20,22,1,,"Started again from 12, experimenter did not prompt.",SP,1,child kept starting from 12,RMS,
CH-RH-31,Gujarati,20,30,21,22,20,20,20,22,,,,SP,0,,RMS,
CH-RH-31,Gujarati,22,12,NA,NA,20,20,20,22,1,,"Started again from 12, experimenter did not prompt.",SP,0,,RMS,
CH-RM-7,Gujarati,78,7 and 9 (rhyme),79,80,79,79,100,100,,,,SH,0,,RMS,
CH-RM-7,Gujarati,100,IDK,101,IDK,79,79,100,100,,,,SH,0,,RMS,
CH-RP-39,Gujarati,25,27,26,27,25,25,40,40,,,,SH,0,,RMS,
CH-RP-39,Gujarati,28,39,29,30,25,25,40,40,,,,SH,0,,RMS,
CH-RP-39,Gujarati,40,IDK,NA,NA,25,25,40,40,,,,SH,0,,RMS,
CH-RS-52,Gujarati,28,59,29,unintelligible,28,28,28,28,,0,,SP,0,,RMS,
CH-RV-40,Gujarati,25,27,26,28,25,25,42,42,,,,SH,0,,RMS,
CH-RV-40,Gujarati,28,39,29,30,25,25,42,42,,,,SH,0,,RMS,
CH-RV-40,Gujarati,30,IDK,31,32,25,25,42,42,,,,SH,0,,RMS,
CH-RV-40,Gujarati,38,30,39,40,25,25,42,42,,,,SH,0,,RMS,
CH-RV-40,Gujarati,40,30,41,42,25,25,42,42,,,,SH,0,,RMS,
CH-RV-40,Gujarati,42,44,43,44 (mispronounced),25,25,42,42,,,,SH,0,,RMS,
CH-SC-2,Gujarati,2,3 in hindi,3 in gujarati,4,5,5,5,5,,0,,SP,0,,RMS,
CH-SC-2,Gujarati,5,7,6,9,5,5,5,5,,0,,SP,0,,RMS,
CH-SM-34,Gujarati,26,37,27,8 and 2,26,26,26,26,,,,SH,0,,RMS,
CH-SP-51,Gujarati,18,7,19,8,18,18,18,18,,,,SP,0,,RMS,
CH-SP-54,Gujarati,18,50,19,20,18,18,20,20,,0,,SP,0,,RMS,
CH-SP-54,Gujarati,20,24,22,25,18,18,20,20,,0,,SP,0,,RMS,
CH-SV-21,Gujarati,10,8,11,12,10,10,25,25,,,,SH,0,,RMS,
CH-SV-21,Gujarati,20,IDK,21,22,10,10,25,25,,,,SH,0,,RMS,
CH-SV-21,Gujarati,23,IDK,24,25,10,10,25,25,,,,SH,0,,RMS,
CH-SV-21,Gujarati,25,IDK,26,28,10,10,25,25,,,,SH,0,,RMS,
CH-TK-63,Gujarati,5,6 (Hindi),6 (Gujarati),8,5,5,5,5,,,,SH,0,,RMS,
CH-TS-62,Gujarati,2,5,3,8,2,2,2,2,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,20,22,21,22,20,20,50,56,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,30,IDK,31,32,20,20,50,56,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,34,25,NA,NA,20,20,50,56,,1,Experimenter missed,SP,0,,RMS,
CH-VC-1,Gujarati,38,IDK,39,40,20,20,50,56,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,40,IDK,41,42,20,20,50,56,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,43,cho-thalees,NA,NA,20,20,50,56,,1,Experimenter missed,SP,0,,RMS,
CH-VC-1,Gujarati,45,panch-thalees,NA,NA,20,20,50,56,,1,Experimenter missed,SP,0,,RMS,
CH-VC-1,Gujarati,48,IDK,49,50,20,20,50,56,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,50,IDK,51,52,20,20,50,56,,0,,SP,0,,RMS,
CH-VC-1,Gujarati,54,pa-pan,NA,NA,20,20,50,56,,1,Experimenter missed,SP,0,,RMS,
CH-VC-1,Gujarati,56,sat-pan,57,at-van,20,20,50,56,,0,,SP,0,,RMS,
CH-VN-66,Gujarati,20,22,21,22,20,20,58,30,,0,,SP,0,,RMS,
CH-VN-66,Gujarati,28,IDK,29,30,20,20,58,30,,0,,SP,0,,RMS,
CH-VN-66,Gujarati,30,32,31,33,20,20,58,30,,1,Incorrect after prompt,SP,0,,RMS,
CH-VN-66,Gujarati,38,unintelligible,39,40,20,20,58,30,,0,,SP,1,Could not continue after prompt,RMS,
CH-VN-66,Gujarati,54,57,NA,NA,20,20,58,30,,1,Experimenter missed,SP,1,Could not continue after prompt,RMS,
CH-VN-66,Gujarati,58,unintelligible,59,51,20,20,58,30,,0,,SP,1,Could not continue after prompt,RMS,
CH-VR-59,Gujarati,20,40,21,22,20,20,29,29,,0,,SP,0,,RMS,
CH-VR-59,Gujarati,29,IDK,30,22,20,20,29,29,,0,,SP,0,,RMS,
GV-12-HV,Gujarati,20,30,21,22,20,20,38,38,,,,SP,0,,RMS,
GV-12-HV,Gujarati,30,IDK,31,32,20,20,38,38,,,,SP,0,,RMS,
GV-12-HV,Gujarati,33,CVCV,34,35,20,20,38,38,,,,SP,0,,RMS,
GV-12-HV,Gujarati,38,IDK,39,IDK,20,20,38,38,,,,SP,0,,RMS,
GV-14-AS,Gujarati,28,41,29,30,28,28,34,34,,,,SP,0,,RMS,
GV-14-AS,Gujarati,30,40,31,32,28,28,34,34,,,,SP,0,,RMS,
GV-14-AS,Gujarati,34,38,35,IDK,28,28,34,34,,,,SP,0,,RMS,
GV-16-KM,Gujarati,15,CVCV,16,4,15,15,15,15,,,,SP,0,,RMS,
GV-17-IP,Gujarati,50,IDK,51,52,50,50,60,60,,,,SP,0,,RMS,
GV-17-IP,Gujarati,58,79,59,60,50,50,60,60,,,,SP,0,,RMS,
GV-17-IP,Gujarati,60,IDK,61,IDK,50,50,60,60,,,,SP,0,,RMS,
GV-19-KG,Gujarati,38,50,39,40,38,38,69,69,0,0,,SP,0,,RMS,
GV-19-KG,Gujarati,44,"""che-thalees"" ","""chum-malees""",45,38,38,69,69,0,0,overregularization,SP,1,"likely not an error, probably a dialect",RMS,
GV-19-KG,Gujarati,48,49,NA,NA,38,38,69,69,0,1,,SP,0,,RMS,
GV-19-KG,Gujarati,50,IDK,51,52,38,38,69,69,0,0,,SP,0,,RMS,
GV-19-KG,Gujarati,60,IDK,61,62,38,38,69,69,0,0,,SP,0,,RMS,
GV-19-KG,Gujarati,68,IDK,69,IDK,38,38,69,69,0,0,,SP,0,,RMS,
GV-2-MP,Gujarati,33,33,NA,NA,33,33,33,33,0,1,Child repeated 33,SS,0,,RMS,
GV-2-MP,Gujarati,33,32,NA,NA,33,33,33,33,0,1,"After child repeated 33, went back to 32",SS,0,,RMS,
GV-2-MP,Gujarati,33,34,NA,NA,33,33,33,33,0,1,"After child went back to 32, said 34",SS,0,,RMS,
GV-2-MP,Gujarati,33,37,NA,NA,33,33,,33,0,1,"After child said 34, said 37",SS,0,,RMS,
GV-2-MP,Gujarati,33,29,39,Silent,33,33,33,33,0,0,Experimenter caught this mistake after series of mistakes made earlier ,SS,0,,RMS,
GV-21-SB,Gujarati,20,22,21,22,20,20,40,40,,,,SP,0,,RMS,
GV-21-SB,Gujarati,30,21,31,32,20,20,40,40,,,,SP,0,,RMS,
GV-21-SB,Gujarati,34,36,35,36,20,20,40,40,,,,SP,0,,RMS,
GV-21-SB,Gujarati,38,29,39,40,20,20,40,40,,,,SP,0,,RMS,
GV-21-SB,Gujarati,40,IDK,41,44,20,20,40,40,,,,SP,0,,RMS,
GV-25-JB,Gujarati,20,IDK,21,IDK,20,20,20,20,,,,SP,0,,RMS,
GV-26-RP,Gujarati,NA,NA,NA,NA,NA,NA,NA,NA,,,Audio file only 24 sec long,SP,1,no highest count,RMS,
GV-31-NR,Gujarati,58,79,NA,NA,58,58,100,100,,1,Child made mistakes that were not caught but counted until 100 ,SP,0,,RMS,
GV-31-NR,Gujarati,64,66,NA,NA,58,58,100,100,,1,Child made mistakes that were not caught but counted until 100 ,SP,0,,RMS,
GV-31-NR,Gujarati,68,79,NA,NA,58,58,100,100,,1,Child made mistakes that were not caught but counted until 100 ,SP,0,,RMS,
GV-36-SB,Gujarati,38,29,39,IDK,38,38,38,38,,,,SP,0,,RMS,
GV-38-VL,Gujarati,29,31,30,31,29,29,54,54,0,0,,,0,,RMS,
GV-38-VL,Gujarati,44,46,45,46,29,29,54,54,0,0,,,0,,RMS,
GV-38-VL,Gujarati,48,39,49,50,29,29,54,54,0,0,,,0,,RMS,
GV-38-VL,Gujarati,54,IDK,55,46,29,29,54,54,,,,SP,0,,RMS,
GV-39-KM,Gujarati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recordings (#1 and #2) do not contain highest count,SP,1,Exclude? No HC recording,RMS,
GV-4-RP,Gujarati,9,IDK,10,11,9,9,11,11,,,,SH,0,,RMS,
GV-4-RP,Gujarati,11,IDK,NA,NA,9,9,11,11,,,"Experimenter stopped test, child seemed upset",SH,0,,RMS,
GV-42-KA,Gujarati,2,"""do"" (hindi)",NA,NA,1,1,38,38,0,1,Hindi word spoken instead of gujarati,SP,0,,RMS,
GV-42-KA,Gujarati,25,27,26,27,1,1,38,38,0,0,,SP,0,,RMS,
GV-42-KA,Gujarati,38,IDK,39,IDK,1,1,38,38,0,0,,SP,0,,RMS,
GV-43-MP,Gujarati,20,30,21,22,20,20,29,29,0,0,,SP,0,,RMS,
GV-43-MP,Gujarati,26,28,27,29,20,20,29,29,0,0,,SP,0,,RMS,
GV-43-MP,Gujarati,29,40,30,40,20,20,29,29,0,0,,SP,1,made error immediately after prompt,RMS,
GV-44-DP,Gujarati,29,12,30,16,29,29,29,29,0,0,"cannot hear whether child said 12 or 7 for their error, or whether they said 16 after the error",,0,,RMS,
GV-46-PP,Gujarati,29,20,NA,NA,29,29,36,36,0,1,,SP,0,,RMS,
GV-46-PP,Gujarati,30,IDK,31,32,29,29,36,36,0,0,,SP ,0,,RMS,
GV-46-PP,Gujarati,36,38,37,NA,29,29,36,36,1,0,Did not reach 38 after starting again,SP,0,,RMS,
GV-47-LR,Gujarati,38,CVCV,39,IDK,38,38,38,38,,,,SP,0,,RMS,
GV-48-MR,Gujarati,19,IDK,20,30,20,20,20,20,0,0,,SP,0,,RMS,
GV-49-NR,Gujarati,2,5,3,4,4,2,15,15,0,0,,SP,0,First last successful does not match IHC,RMS,
GV-49-NR,Gujarati,10,9,11,12,4,2,15,15,0,0,,SP,0,First last successful does not match IHC,RMS,
GV-49-NR,Gujarati,14,17,15,1,4,2,15,15,1,0,Started from 1,SP,0,First last successful does not match IHC,RMS,
GV-50-MR,Gujarati,54,15,55,56,54,54,100,100,,,"Child said she spoke Marathi, not Gujarati. Testing restarted when teacher said she knows how to count in Gujarati",SP,0,,RMS,
GV-50-MR,Gujarati,58,79,59,60,54,54,100,100,,,,SP,0,,RMS,
GV-50-MR,Gujarati,100,IDK,101,IDK,54,54,100,100,,,,SP,0,,RMS,
GV-51-BR,Gujarati,25,27,26,27,25,25,42,42,0,0,,SP,0,,RMS,
GV-51-BR,Gujarati,30,IDK,31,32,25,25,42,42,0,0,,SP,0,,RMS,
GV-51-BR,Gujarati,34,37,35,36,25,25,42,42,0,0,,SP,0,,RMS,
GV-51-BR,Gujarati,40,IDK,41,42,25,25,42,42,0,0,,SP,0,,RMS,
GV-51-BR,Gujarati,42,IDK,43,IDK,25,25,42,42,0,0,,SP,0,,RMS,
GV-52-KR,Gujarati,30,IDK,31,IDK,30,30,30,30,0,0,,SP,0,,RMS,
GV-53-NR,Gujarati,40,IDK,41,42,40,40,49,48,0,0,,SP,0,,RMS,
GV-53-NR,Gujarati,42,44,43,44,40,40,49,48,0,0,,SP,0,,RMS,
GV-53-NR,Gujarati,48,39,49,IDK,40,40,49,48,0,0,,SP,0,,RMS,
GV-54-KR,Gujarati,38,49,39,41,38,38,38,38,,0,,SP,0,,RMS,
GV-55-TR,Gujarati,20,12,21,IDK,20,20,20,20,0,0,,SP,0,,RMS,
GV-56-KS,Gujarati,20,23,NA,IDK,20,20,20,20,0,1,Child initially counted up to 20 correctly but experimenter mistaken ,SS,0,,RMS,
GV-56-KS,Gujarati,20,40,21,28,20,20,20,20,0,1,This part of the test should not have been run,SS,0,,RMS,
GV-58-MU,Gujarati,25,26,NA,NA,25,25,36,36,0,1,,SP,0,,RMS,
GV-58-MU,Gujarati,30,IDK,31,32,25,25,36,36,0,0,,SP,0,,RMS,
GV-58-MU,Gujarati,36,38,39,IDK,25,25,36,36,0,1,Did not catch missing 37,SP,0,,RMS,
GV-59-PV,Gujarati,19,IDK,20,22,19,19,20,19,0,1,Mistake immediately after prompt was not caught,SP,0,,RMS,
GV-6-DP,Gujarati,30,40,31,32,30,30,38,38,,,,SH,0,,RMS,
GV-6-DP,Gujarati,38,29/30,39,random numbers,30,30,38,38,,,,SH,0,,RMS,
GV-60-TV,Gujarati,10,IDK,11,12,10,10,29,29,0,0,,SP,0,,RMS,
GV-60-TV,Gujarati,25,27,NA,NA,10,10,29,29,0,1,,SP,0,,RMS,
GV-60-TV,Gujarati,29,IDK,30,21,10,10,29,29,0,0,0,SP,0,,RMS,
GV-7-VS,Gujarati,20,IDK,21,22,20,20,30,30,0,0,,SS,0,,RMS,
GV-7-VS,Gujarati,24,N/A,NA,NA,20,20,30,30,0,1,Child said a made up number,SS,0,,RMS,
GV-7-VS,Gujarati,28,39,29,30,20,20,30,30,0,0,,SS,0,,RMS,
GV-7-VS,Gujarati,30,IDK,31,IDK,20,20,30,30,0,0,,SS,0,,RMS,
GV-8-DS,Gujarati,20,23,NA,NA,20,20,39,39,,,,SP,0,,RMS,
GV-8-DS,Gujarati,30,IDK,31,32,20,20,39,39,,,,SP,0,,RMS,
GV-8-DS,Gujarati,36,38,37,38,20,20,39,39,,,,SP,0,,RMS,
GV-8-DS,Gujarati,39,IDK,40,IDK,20,20,39,39,,,,SP,0,,RMS,
GV-9-PS,Gujarati,56,58,57,58,56,56,59,59,,0,,SP,0,,RMS,
GV-9-PS,Gujarati,59,70,NA,NA,56,56,59,59,,0,"Experimenter missed, Skipped 60-70",SP,0,,RMS,
SK-K-1-FP-G,Gujarati,5,6 in Hindi,6 in Gujarati,7,5,5,20,20,0,0,,SP,0,,RMS,
SK-K-1-FP-G,Gujarati,20,IDK,21,IDK,5,5,20,20,0,0,,SP,0,,RMS,
SK-K-10-AP,Hindi,28,30,NA,NA,28,28,30,28,0,1,Child not counting loud enough to be heard,SS,1,"child not counting loud enough to be heard, experimenter misses errors",RMS,
SK-K-10-AP,Hindi,30,31,NA,NA,28,28,30,28,0,1,Child not counting loud enough to be heard,SS,1,not an error,RMS,
SK-K-10-AP,Hindi,30,32,NA,NA,28,28,30,28,0,0,Child starts speaking what sounds like gibberish,SS,1,,RMS,
SK-K-11-SM,Hindi,19,IDK,20,21,19,19,28,28,1,0,Started counting from 1 after prompt,PB,0,,RMS,
SK-K-11-SM,Hindi,28,49,29,20,19,19,28,28,0,0,,PB,0,,RMS,
SK-K-12-RA,Hindi,10,Silent,11,started from 1 again,10,10,13,13,1,0,,SS,0,,RMS,
SK-K-12-RA,Hindi,13,Silent,14,14 then IDK,10,10,13,13,0,0,,SS,0,First last-successful doesn't match IHC,RMS,"IHC is 10, but child was silent after 10, and when prompted 11, child started from 1,2, and counted successfully to 13. "
SK-K-12B-AA,Hindi,30,31,31,32,30,30,37,37,0,0,switched to Gujarati,PB,0,,RMS,
SK-K-12B-AA,Hindi,34,CVCV,36,37,30,30,37,37,0,0,added from audio validation,PB,0,,RMS,
SK-K-12B-AA,Hindi,35,48,37,37,30,30,37,37,0,0,"added from audio validation, also experimenter said ""sattis"" while the sound would be ""saiMtis"" [M for a nasal]",PB,0,,RMS,
SK-K-12B-AA,Hindi,37,48,38,IDK,30,30,37,37,0,0,,PB,1,could not continue after prompt,RMS,
SK-K-13-MP,Hindi,21,IDK,22,23,21,21,29,28,,0,"error: audio IDK, datasheet 22 in G",PB,0,,RMS,
SK-K-13-MP,Hindi,25,23,26,27,21,21,29,28,,0,"error: audio 23, datasheet 20 in Eng",PB,0,,RMS,
SK-K-13-MP,Hindi,28,22 (G),29,20,21,21,29,28,,0,"error: audio 22 in G, datasheet 59",PB,0,,RMS,
SK-K-17-DP,Hindi,20,21,NA,NA,20,20,31,31,0,1,Child had sizeable mispronounciation issues and audible lisp,SS,0,,RMS,
SK-K-17-DP,Hindi,30,silence,31,"21,22,23...",20,20,31,31,0,0,,SS,0,,RMS,
SK-K-18-PY,Hindi,20,IDK,21,IDK,20,20,20,20,0,0,,PB,0,,RMS,
SK-K-2-KG,Hindi,1,IDK,1,IDK,1,1,1,1,1,0,refused to count,PB,1,would not count,RMS,
SK-K-2-MB-G,Gujarati,NA,NA,NA,NA,NA,,NA,,NA,NA,Indistinguishable Audio,SP,1,Exclude? Indistinguishable audio.,RMS,
SK-K-20-RP,Hindi,68,59,69,60,68,68,68,68,0,1,"error 64 in datasheet, error 59 in audio",PB,0,,RMS,
SK-K-21-NM,Hindi,29,31,30,31,,29,,36,,,,PB,0,,RMS,
SK-K-21-NM,Hindi,36,50,27,NA,,29,,36,,1,"experimenter prompted 27, while prompt should have been 37",PB,0,,RMS,
SK-K-24-AS,Hindi,33,IDK,34,35,33,33,36,36,0,0,,PB,0,,RMS,
SK-K-24-AS,Hindi,36,27,37,IDK,33,33,36,36,0,0,,PB,0,,RMS,
SK-K-25-VV,Hindi,30,21,31,22,,30,,30,,,,PB,0,,RMS,
SK-K-26-SS,Hindi,35,40,36,IDK,35,35,35,35,0,0,,PB,0,,RMS,
SK-K-2B-SP-G,Gujarati,10,IDK,11,IDK,10,10,10,10,0,0,,SP,0,,RMS,
SK-K-3-KK,Hindi,30,31 in Gujarati ,NA,NA,30,30,140,140,0,1,,SS,0,,RMS,
SK-K-3-KK,Hindi,50,51 in Gujarati,NA,NA,30,30,140,140,0,1,,SS,0,,RMS,
SK-K-3-KK,Hindi,54,55 Mispronounced,NA,NA,30,30,140,140,0,1,child followed 55 rule but mispronounced word,SS,0,,RMS,
SK-K-3-KK,Hindi,84,Child said made up word,NA,NA,30,30,140,140,0,1,Sounded nothing like 85,SS,0,,RMS,
SK-K-3-KK,Hindi,88,89 in Gujarati,NA,NA,30,30,140,140,0,1,,SS,0,,RMS,
SK-K-3B-RA,Hindi,21,22,NA,NA,22,22,41,41,0,1,switched to Gujarati,PB,0,,RMS,
SK-K-3B-RA,Hindi,28,29,NA,NA,22,22,41,41,0,1,switched to Gujarati,PB,0,,RMS,
SK-K-4-KU,Hindi,15,CVCV,16,1,15,15,17,17,1,0,"started counting from 1,2,3",PB,0,,RMS,
SK-K-4-KU,Hindi,16,19,17,1,15,15,17,17,1,0,"started counting from 1,2,3",PB,0,,RMS,
SK-K-4-KU,Hindi,17,19,18,1,15,15,17,17,1,0,"started counting from 1,2,3",PB,0,,RMS,
SK-K-5-LD,Hindi,1,IDK,2,IDK,1,1,1,1,,,,PB,1,could not count,RMS,
SK-K-6-SM,Hindi,16,18,17,9,16,16,23,22,0,0,,PB,0,,RMS,
SK-K-6-SM,Hindi,18,12,19,20,16,16,23,22,0,0,,PB,0,,RMS,
SK-K-6-SM,Hindi,21,CVCV,22,CVCV,16,16,23,22,0,0,,PB,0,,RMS,
SK-K-6-SM,Hindi,23,20,24,21,16,16,23,22,0,0,,PB,1,could not continue after prompt,RMS,
SK-K-7-AK,Hindi,16,21,17,18,16,16,25,25,0,0,Recording says AP,PB,0,,RMS,
SK-K-7-AK,Hindi,25,58,26,58,16,16,25,25,0,0,,PB,0,,RMS,
SK-K-7B-RK,Hindi,21,22 in Gujarati,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,21,23 in Gujarati,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,21,24 in Gujarati,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,21,26 in Gujarati ,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,21,27 in Gujarati ,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,21,28 in Gujarati,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,30,31 in Gujarati,NA,NA,21,21,21,21,0,1,Child switched from Hindi to Gujarati; Check final highest count,SS,0,,RMS,
SK-K-7B-RK,Hindi,36,37,37,31 in Gujarati ,21,21,21,21,0,0,Check final highest count,SS,0,,RMS,
SK-K-7C-AM,Hindi,1,5,2,2,1,1,1,1,,0,seems like child just repeated after the experimenter,PB,1,could not count,RMS,
SK-K-8-GP,Hindi,17,19,18,1,17,17,17,17,1,0,"Started counting from 1,2,3, but experimenter didn't allow to count up to the error,, 3 times",PB,0,,RMS,
SK-M-1-MP,Hindi,21,32,22,23,21,21,27,27,0,0,,PB,0,,RMS,
SK-M-1-MP,Hindi,27,8,28,49,21,21,27,27,0,0,,PB,0,,RMS,
SK-M-10-CK,Hindi,20,30,21,IDK,20,20,20,20,0,0,,PB,0,,RMS,
SK-M-10-CK,Hindi,20,silence,21,silence,20,20,20,20,,0,,PB,0,,RMS,
SK-M-12-DR,Hindi,16,IDK,17,IDK,16,16,20,16,0,0,,PB,0,,RMS,
SK-M-12-DR,Hindi,17,IDK,18,19,16,16,20,16,0,0,,PB,1,could not continue after prompt,RMS,
SK-M-12-DR,Hindi,19,IDK,20,IDK,16,16,20,16,0,0,,PB,1,could not continue after prompt,RMS,
SK-M-12-DR,Hindi,20,IDK,21,IDK,16,16,20,16,0,0,,PB,1,could not continue after prompt,RMS,
SK-M-13-RK,Hindi,24,IDK,25,IDK,24,24,24,24,0,0,,PB,0,,RMS,
SK-M-13-RK,Hindi,24,silence,25,silence,24,24,24,24,,0,,PB,0,,RMS,
SK-M-14-AG,Hindi,16,18,17,18,16,16,26,26,0,0,,PB,0,,RMS,
SK-M-14-AG,Hindi,16,IDK,17,18,16,16,26,26,,0,,PB,0,,RMS,
SK-M-14-AG,Hindi,26,29,27,"1,2,3",16,16,26,26,0,1,potentially exclude the kid as experimenter didn't let them complete,PB,0,,RMS,
SK-M-14-AG,Hindi,26,silence,27,29,16,16,26,26,,0,,PB,0,,RMS,
SK-M-15-NK,Hindi,36,27,37,28,36,36,68,36,0,0,made error immediately after prompt,PB,0,,RMS,
SK-M-16-KR,Hindi,35,37,36,silence,35,35,36,35,,0,,PB,0,,RMS,
SK-M-17-MG,Hindi,20,IDK,21,can't hear,20,20,20,20,,0,,PB,0,,RMS,
SK-M-19-LK,Hindi,20,can't hear,21,22,20,20,34,34,,0,"error: audio ""can't hear"", datasheet 30",PB,0,,RMS,
SK-M-19-LK,Hindi,25,26,26,27,20,20,34,34,,0,error: audio 26 and error 30,PB,1,"not an error, experimenter error",RMS,
SK-M-19-LK,Hindi,34,31,35,silence,20,20,34,34,,0,,PB,0,,RMS,
SK-M-2-NK,Hindi,14,16,17,Started counting from 1 again,14,14,14,14,1,1,Experimenter mistook error for 16,SS,0,,RMS,
SK-M-2-NK,Hindi,16,18,17,1,16,16,16,16,1,0,"Started counting 1,2,3",PB,1,"kept counting from 1, made same error several times",RMS,
SK-M-2-NK,Hindi,16,18,17,1,16,16,16,16,1,0,,PB,1,"kept counting from 1, made same error several times",RMS,
SK-M-2-NK,Hindi,16,18,17,1,16,16,16,16,1,0,,PB,1,"kept counting from 1, made same error several times",RMS,
SK-M-2-NK,Hindi,16,18,17,1,16,16,16,16,1,0,,PB,1,"kept counting from 1, made same error several times",RMS,
SK-M-2-NK,Hindi,16,18,17,Started counting from 1,14,14,14,14,0,0,Child kept recounting from 1 and making same errors,SS,0,,RMS,
SK-M-22-AP,Hindi,50,IDK,51,IDK,50,50,50,50,,0,,PB,0,,RMS,
SK-M-23-UP,Hindi,20,IDK,21,22,20,20,37,36,0,0,,PB,0,,RMS,
SK-M-23-UP,Hindi,36,27,37,IDK,20,20,37,36,0,0,,PB,0,,RMS,
SK-M-23-UP,Hindi,37,IDK,38,IDK,20,20,37,36,0,0,,PB,1,could not continue after prompt,RMS,
SK-M-24-KP,Hindi,20,IDK,21,22,20,20,29,29,0,0,,PB,0,,RMS,
